Season,Rule,Pokemon,併用率の高いポケモン,Rank_併用率の高いポケモン
1,Single,ブラッキー,ロトム,6
1,Single,ブラッキー,ロトム,7
1,Single,ブラッキー,アーマーガア,8
1,Single,ブラッキー,バンギラス,9
1,Single,ブラッキー,ギャラドス,10
1,Single,ソーナンス,ドリュウズ,1
1,Single,ソーナンス,ミミッキュ,2
1,Single,ソーナンス,ドラパルト,3
1,Single,ソーナンス,トゲキッス,4
1,Single,ソーナンス,パルシェン,5
1,Single,ソーナンス,バンギラス,6
1,Single,ソーナンス,メタモン,7
1,Single,ソーナンス,ギャラドス,8
1,Single,ソーナンス,オーロンゲ,9
1,Single,ソーナンス,ロトム,10
1,Single,ハガネール,ドラパルト,1
1,Single,ハガネール,ミミッキュ,2
1,Single,ハガネール,サザンドラ,3
1,Single,ハガネール,ギャラドス,4
1,Single,ハガネール,バンギラス,5
1,Single,ハガネール,トゲキッス,6
1,Single,ハガネール,ブリムオン,7
1,Single,ハガネール,ロトム,8
1,Single,ハガネール,ロトム,9
1,Single,ハガネール,シャンデラ,10
1,Single,ハリーセン,マタドガス,1
1,Single,ハリーセン,ゲンガー,2
1,Single,ハリーセン,エンニュート,3
1,Single,ハリーセン,スカタンク,4
1,Single,ハリーセン,ドラピオン,5
1,Single,ハリーセン,ドヒドイデ,6
1,Single,ハリーセン,ドラパルト,7
1,Single,ハリーセン,クサイハナ,8
1,Single,ハリーセン,ドクロッグ,9
1,Single,ハリーセン,ドリュウズ,10
1,Single,ツボツボ,ミミッキュ,1
1,Single,ツボツボ,ドラパルト,2
1,Single,ツボツボ,ドリュウズ,3
1,Single,ツボツボ,トゲキッス,4
1,Single,ツボツボ,バンギラス,5
1,Single,ツボツボ,アイアント,6
1,Single,ツボツボ,サザンドラ,7
1,Single,ツボツボ,アーマーガア,8
1,Single,ツボツボ,ヒヒダルマ,9
1,Single,ツボツボ,ロトム,10
1,Single,ニューラ,ヌオー,1
1,Single,ニューラ,ブラッキー,2
1,Single,ニューラ,トゲチック,3
1,Single,ニューラ,バンギラス,4
1,Single,ニューラ,イワーク,5
1,Single,ニューラ,ニダンギル,6
1,Single,ニューラ,ゴンベ,7
1,Single,ニューラ,ジヘッド,8
1,Single,ニューラ,サマヨール,9
1,Single,ニューラ,カポエラー,10
1,Single,ウリムー,ユキハミ,1
1,Single,ウリムー,バチンウニ,2
1,Single,ウリムー,ナマコブシ,3
1,Single,ウリムー,アゴジムシ,4
1,Single,ウリムー,ヌメラ,5
1,Single,ウリムー,ヒヒダルマ,6
1,Single,ウリムー,イオルブ,7
1,Single,ウリムー,モスノウ,8
1,Single,ウリムー,トゲキッス,9
1,Single,ウリムー,パルシェン,10
1,Single,イノムー,ヒヒダルマ,1
1,Single,イノムー,ドラパルト,2
1,Single,イノムー,アーマーガア,3
1,Single,イノムー,ラプラス,4
1,Single,イノムー,ミミッキュ,5
1,Single,イノムー,サザンドラ,6
1,Single,イノムー,リザードン,7
1,Single,イノムー,アイアント,8
1,Single,イノムー,オノノクス,9
1,Single,イノムー,マンムー,10
1,Single,サニーゴ,ドリュウズ,1
1,Single,サニーゴ,ミミッキュ,2
1,Single,サニーゴ,ドラパルト,3
1,Single,サニーゴ,バンギラス,4
1,Single,サニーゴ,サザンドラ,5
1,Single,サニーゴ,トゲキッス,6
1,Single,サニーゴ,ロトム,7
1,Single,サニーゴ,アーマーガア,8
1,Single,サニーゴ,ロトム,9
1,Single,サニーゴ,ドヒドイデ,10
1,Single,テッポウオ,アーマーガア,1
1,Single,テッポウオ,オニシズクモ,2
1,Single,テッポウオ,マホイップ,3
1,Single,テッポウオ,ガマゲロゲ,4
1,Single,テッポウオ,パッチラゴン,5
1,Single,テッポウオ,エルレイド,6
1,Single,テッポウオ,エレザード,7
1,Single,テッポウオ,ルチャブル,8
1,Single,テッポウオ,エースバーン,9
1,Single,テッポウオ,ニンフィア,10
1,Single,オクタン,ドリュウズ,1
1,Single,オクタン,ミミッキュ,2
1,Single,オクタン,ドラパルト,3
1,Single,オクタン,オーロンゲ,4
1,Single,オクタン,バンギラス,5
1,Single,オクタン,パルシェン,6
1,Single,オクタン,トゲキッス,7
1,Single,オクタン,ロトム,8
1,Single,オクタン,ランターン,9
1,Single,オクタン,サザンドラ,10
1,Single,デリバード,ミミッキュ,1
1,Single,デリバード,ドラパルト,2
1,Single,デリバード,ドリュウズ,3
1,Single,デリバード,ヒヒダルマ,4
1,Single,デリバード,アーマーガア,5
1,Single,デリバード,トゲキッス,6
1,Single,デリバード,ギャラドス,7
1,Single,デリバード,サザンドラ,8
1,Single,デリバード,ロトム,9
1,Single,デリバード,マホイップ,10
1,Single,マンタイン,ドラパルト,1
1,Single,マンタイン,ドリュウズ,2
1,Single,マンタイン,ミミッキュ,3
1,Single,マンタイン,アーマーガア,4
1,Single,マンタイン,バンギラス,5
1,Single,マンタイン,ロトム,6
1,Single,マンタイン,サザンドラ,7
1,Single,マンタイン,ハガネール,8
1,Single,マンタイン,パッチラゴン,9
1,Single,マンタイン,ナットレイ,10
1,Single,バルキー,マメパト,1
1,Single,バルキー,ユキハミ,2
1,Single,バルキー,ココガラ,3
1,Single,バルキー,トゲピー,4
1,Single,バルキー,コイキング,5
1,Single,バルキー,ヒドイデ,6
1,Single,バルキー,バニプッチ,7
1,Single,バルキー,コマタナ,8
1,Single,バルキー,ピチュー,9
1,Single,バルキー,ドラピオン,10
1,Single,カポエラー,ドラパルト,1
1,Single,カポエラー,ドリュウズ,2
1,Single,カポエラー,アーマーガア,3
1,Single,カポエラー,バンギラス,4
1,Single,カポエラー,ロトム,5
1,Single,カポエラー,ミミッキュ,6
1,Single,カポエラー,トゲキッス,7
1,Single,カポエラー,ロトム,8
1,Single,カポエラー,サザンドラ,9
1,Single,カポエラー,ギャラドス,10
1,Single,ヨーギラス,ドラパルト,1
1,Single,ヨーギラス,バンギラス,2
1,Single,ヨーギラス,サザンドラ,3
1,Single,ヨーギラス,ミミッキュ,4
1,Single,ヨーギラス,ヌメルゴン,5
1,Single,ヨーギラス,ジャラランガ,6
1,Single,ヨーギラス,ロトム,7
1,Single,ヨーギラス,ウッウ,8
1,Single,ヨーギラス,リザードン,9
1,Single,ヨーギラス,ヒヒダルマ,10
1,Single,サナギラス,クワガノン,1
1,Single,サナギラス,アブリボン,2
1,Single,サナギラス,アイアント,3
1,Single,サナギラス,コオリッポ,4
1,Single,サナギラス,ルチャブル,5
1,Single,サナギラス,ドヒドイデ,6
1,Single,サナギラス,ニンフィア,7
1,Single,サナギラス,バルジーナ,8
1,Single,サナギラス,ランターン,9
1,Single,サナギラス,カバルドン,10
1,Single,バンギラス,ドリュウズ,1
1,Single,バンギラス,ドラパルト,2
1,Single,バンギラス,ミミッキュ,3
1,Single,バンギラス,アーマーガア,4
1,Single,バンギラス,ロトム,5
1,Single,バンギラス,サザンドラ,6
1,Single,バンギラス,ロトム,7
1,Single,バンギラス,トゲキッス,8
1,Single,バンギラス,ギャラドス,9
1,Single,バンギラス,ドヒドイデ,10
1,Single,ジグザグマ,ドラパルト,1
1,Single,ジグザグマ,マッスグマ,2
1,Single,ジグザグマ,イエッサン,3
1,Single,ジグザグマ,タルップル,4
1,Single,ジグザグマ,ヒバニー,5
1,Single,ジグザグマ,ミロカロス,6
1,Single,ジグザグマ,ハリーセン,7
1,Single,ジグザグマ,レドームシ,8
1,Single,ジグザグマ,ランターン,9
1,Single,ジグザグマ,マルヤクデ,10
1,Single,マッスグマ,ドラパルト,1
1,Single,マッスグマ,ドリュウズ,2
1,Single,マッスグマ,アーマーガア,3
1,Single,マッスグマ,ミミッキュ,4
1,Single,マッスグマ,トゲキッス,5
1,Single,マッスグマ,サザンドラ,6
1,Single,マッスグマ,ロトム,7
1,Single,マッスグマ,バンギラス,8
1,Single,マッスグマ,ギャラドス,9
1,Single,マッスグマ,フライゴン,10
1,Single,ハスボー,ウパー,1
1,Single,ハスボー,ニャース,2
1,Single,ハスボー,ゲンガー,3
1,Single,ハスボー,キテルグマ,4
1,Single,ハスボー,メタモン,5
1,Single,ハスブレロ,モルペコ,1
1,Single,ハスブレロ,マタドガス,2
1,Single,ハスブレロ,ホルード,3
1,Single,ハスブレロ,ブリムオン,4
1,Single,ハスブレロ,ドリュウズ,5
1,Single,ハスブレロ,トゲキッス,6
1,Single,ハスブレロ,ルンパッパ,7
1,Single,ハスブレロ,ドラパルト,8
1,Single,ハスブレロ,ゲンガー,9
1,Single,ハスブレロ,バンギラス,10
1,Single,ルンパッパ,ドリュウズ,1
1,Single,ルンパッパ,ドラパルト,2
1,Single,ルンパッパ,ミミッキュ,3
1,Single,ルンパッパ,ペリッパー,4
1,Single,ルンパッパ,ロトム,5
1,Single,ルンパッパ,アーマーガア,6
1,Single,ルンパッパ,トゲキッス,7
1,Single,ルンパッパ,バンギラス,8
1,Single,ルンパッパ,オーロンゲ,9
1,Single,ルンパッパ,ウオノラゴン,10
1,Single,タネボー,ドラパルト,1
1,Single,タネボー,ミミッキュ,2
1,Single,タネボー,ミロカロス,3
1,Single,タネボー,ロトム,4
1,Single,タネボー,オーロンゲ,5
1,Single,タネボー,ギャラドス,6
1,Single,タネボー,バイウールー,7
1,Single,タネボー,アーマーガア,8
1,Single,タネボー,オノノクス,9
1,Single,タネボー,ヨワシ,10
1,Single,コノハナ,クワガノン,1
1,Single,コノハナ,ギャラドス,2
1,Single,コノハナ,ドラパルト,3
1,Single,コノハナ,バンギラス,4
1,Single,コノハナ,ギギギアル,5
1,Single,コノハナ,オーロンゲ,6
1,Single,コノハナ,シンボラー,7
1,Single,コノハナ,ドヒドイデ,8
1,Single,コノハナ,ダイオウドウ,9
1,Single,コノハナ,ロトム,10
1,Single,ダーテング,ドリュウズ,1
1,Single,ダーテング,ミミッキュ,2
1,Single,ダーテング,ドラパルト,3
1,Single,ダーテング,コータス,4
1,Single,ダーテング,バンギラス,5
1,Single,ダーテング,アーマーガア,6
1,Single,ダーテング,リザードン,7
1,Single,ダーテング,オーロンゲ,8
1,Single,ダーテング,サザンドラ,9
1,Single,ダーテング,ロトム,10
1,Single,キャモメ,ヒトカゲ,1
1,Single,キャモメ,モノズ,2
1,Single,キャモメ,タマンタ,3
1,Single,キャモメ,ホシガリス,4
1,Single,キャモメ,コイキング,5
1,Single,キャモメ,ドリュウズ,6
1,Single,キャモメ,オニゴーリ,7
1,Single,キャモメ,サダイジャ,8
1,Single,キャモメ,ヒヒダルマ,9
1,Single,キャモメ,バンバドロ,10
1,Single,ペリッパー,ウオノラゴン,1
1,Single,ペリッパー,ドリュウズ,2
1,Single,ペリッパー,ナットレイ,3
1,Single,ペリッパー,ドラパルト,4
1,Single,ペリッパー,カマスジョー,5
1,Single,ペリッパー,ミミッキュ,6
1,Single,ペリッパー,ガマゲロゲ,7
1,Single,ペリッパー,ルンパッパ,8
1,Single,ペリッパー,ロトム,9
1,Single,ペリッパー,カジリガメ,10
1,Single,ラルトス,パルシェン,1
1,Single,ラルトス,トリトドン,2
1,Single,ラルトス,ドラパルト,3
1,Single,ラルトス,ナットレイ,4
1,Single,ラルトス,ウオノラゴン,5
1,Single,ラルトス,ブリムオン,6
1,Single,ラルトス,トゲキッス,7
1,Single,ラルトス,サーナイト,8
1,Single,ラルトス,ドリュウズ,9
1,Single,ラルトス,シャンデラ,10
1,Single,キルリア,ヨクバリス,1
1,Single,キルリア,エースバーン,2
1,Single,キルリア,ポットデス,3
1,Single,キルリア,ニャイキング,4
1,Single,キルリア,マタドガス,5
1,Single,キルリア,ランターン,6
1,Single,キルリア,アップリュー,7
1,Single,キルリア,トゲキッス,8
1,Single,キルリア,ドテッコツ,9
1,Single,キルリア,バチンウニ,10
1,Single,サーナイト,ドラパルト,1
1,Single,サーナイト,ドリュウズ,2
1,Single,サーナイト,バンギラス,3
1,Single,サーナイト,アーマーガア,4
1,Single,サーナイト,ミミッキュ,5
1,Single,サーナイト,ロトム,6
1,Single,サーナイト,ロトム,7
1,Single,サーナイト,ギャラドス,8
1,Single,サーナイト,サザンドラ,9
1,Single,サーナイト,オノノクス,10
1,Single,テッカニン,バンギラス,1
1,Single,テッカニン,ミミッキュ,2
1,Single,テッカニン,ドリュウズ,3
1,Single,テッカニン,ドラパルト,4
1,Single,テッカニン,ウオノラゴン,5
1,Single,テッカニン,トゲキッス,6
1,Single,テッカニン,ギャラドス,7
1,Single,テッカニン,ロトム,8
1,Single,テッカニン,アーマーガア,9
1,Single,テッカニン,サザンドラ,10
1,Single,ヌケニン,ドヒドイデ,1
1,Single,ヌケニン,アーマーガア,2
1,Single,ヌケニン,バンギラス,3
1,Single,ヌケニン,ドラパルト,4
1,Single,ヌケニン,オーロンゲ,5
1,Single,ヌケニン,ミミッキュ,6
1,Single,ヌケニン,ロトム,7
1,Single,ヌケニン,ロトム,8
1,Single,ヌケニン,メタモン,9
1,Single,ヌケニン,ギャラドス,10
1,Single,ヤミラミ,ドリュウズ,1
1,Single,ヤミラミ,バンギラス,2
1,Single,ヤミラミ,ドラパルト,3
1,Single,ヤミラミ,ミミッキュ,4
1,Single,ヤミラミ,サザンドラ,5
1,Single,ヤミラミ,アーマーガア,6
1,Single,ヤミラミ,ロトム,7
1,Single,ヤミラミ,トゲキッス,8
1,Single,ヤミラミ,ロトム,9
1,Single,ヤミラミ,ニンフィア,10
1,Single,クチート,ミミッキュ,1
1,Single,クチート,ブリムオン,2
1,Single,クチート,サザンドラ,3
1,Single,クチート,ドラパルト,4
1,Single,クチート,ドリュウズ,5
1,Single,クチート,エルフーン,6
1,Single,クチート,トゲキッス,7
1,Single,クチート,ギャラドス,8
1,Single,クチート,アーマーガア,9
1,Single,クチート,ロトム,10
1,Single,ラクライ,エーフィ,1
1,Single,ラクライ,ポニータ,2
1,Single,ラクライ,シズクモ,3
1,Single,ラクライ,トゲピー,4
1,Single,ラクライ,チラチーノ,5
1,Single,ラクライ,ヤンチャム,6
1,Single,ラクライ,クチート,7
1,Single,ラクライ,ロトム,8
1,Single,ラクライ,アーマーガア,9
1,Single,ラクライ,ピチュー,10
1,Single,ライボルト,ミミッキュ,1
1,Single,ライボルト,ギャラドス,2
1,Single,ライボルト,ドリュウズ,3
1,Single,ライボルト,ドラパルト,4
1,Single,ライボルト,アーマーガア,5
1,Single,ライボルト,ナットレイ,6
1,Single,ライボルト,オノノクス,7
1,Single,ライボルト,バンギラス,8
1,Single,ライボルト,ヒヒダルマ,9
1,Single,ライボルト,リザードン,10
1,Single,ロゼリア,ロトム,1
1,Single,ロゼリア,ドリュウズ,2
1,Single,ロゼリア,バンギラス,3
1,Single,ロゼリア,エースバーン,4
1,Single,ロゼリア,トゲキッス,5
1,Single,ロゼリア,ピクシー,6
1,Single,ロゼリア,ドラパルト,7
1,Single,ロゼリア,エルフーン,8
1,Single,ロゼリア,オンバーン,9
1,Single,ロゼリア,グレイシア,10
